"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P5_4","P5_5","P5_6","P5_7","P5_8_1","P5_8_2","P5_9","P5_10","P5_11_1","P5_11_2","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17_1","P5_17_2","P5_18_1","P5_18_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0016139","09","1","01","01","5","4","1","","","","","001000000","000500000","0","2","","","","","","","","","385","0003111",5518,"1","4"
"0016143","13","1","02","01","2","5","1","","","","","000025000","000015000","0","2","","","","","","","","","385","0003111",5518,"1","4"
"0016145","17","1","01","01","2","6","1","","","","","000100000","000025000","0","2","","","","","","","","","385","0003111",5518,"1","4"
"0016153","06","1","01","01","2","1","1","","","","","000350000","000000000","","","","","","","","","","","386","0003112",3766,"2","4"
"0016156","10","1","01","01","2","1","1","","","","","000200000","000000000","","","","","","","","","","","386","0003112",3766,"2","4"
"0016159","13","1","01","01","2","4","1","","","","","000100000","000000000","","","","","","","","","","","386","0003112",3766,"2","4"
"0016159","13","1","02","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","386","0003112",3766,"2","4"
"0016162","16","1","02","01","1","6","1","","","","","000850000","000000000","","","","","","","","","","","386","0003112",3766,"2","4"
"0016165","01","1","01","01","2","1","1","","","","","000800000","000004000","1","2","","","","","","","","","385","0003113",4784,"1","4"
"0016168","04","1","01","01","1","4","1","","","","","000300000","003500000","1","2","","","","","","","","","385","0003113",4784,"1","4"
"0016169","06","1","03","01","2","1","1","","","","","000800000","999999999","0","2","","","","","","","","","385","0003113",4784,"1","4"
"0016174","11","1","01","01","2","5","1","","","","","000050000","000004400","0","2","","","","","","","","","385","0003113",4784,"1","4"
"0016176","13","1","01","01","2","1","1","","","","","002000000","000000000","","","","","","","","","","","385","0003113",4784,"1","4"
"0016177","14","1","01","01","2","4","1","","","","","000300000","000160000","0","2","","","","","","","","","385","0003113",4784,"1","4"
"0016179","16","1","01","01","2","1","1","","","","","001500000","000000000","","","","","","","","","","","385","0003113",4784,"1","4"
"0016180","17","1","01","01","2","1","1","","","","","001000000","000000000","","","","","","","","","","","385","0003113",4784,"1","4"
"0016190","11","1","01","01","2","1","1","","","","","000120000","000000000","","","","","","","","","","","385","0003114",6225,"1","4"
"0016192","14","1","01","01","2","1","2","2","","","25","000180000","000000000","","","","","","","","","","","385","0003114",6225,"1","4"
"0016193","15","1","01","01","2","5","1","","","","","999999888","000000000","","","","","","","","","","","385","0003114",6225,"1","4"
"0016202","04","1","01","01","2","1","1","","","","","000310000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016204","06","1","01","01","2","8","1","","","","","000080000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016207","09","1","01","01","2","1","1","","","","","000300000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016210","12","1","01","01","1","6","1","","","","","000300000","000280000","0","2","","","","","","","","","385","0003115",4717,"1","4"
"0016213","17","1","01","01","2","1","1","","","","","000150000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016213","17","1","03","01","1","4","1","","","","","000150000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016214","18","1","02","01","2","1","1","","","","","000300000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016215","19","1","01","01","2","1","1","","","","","000120000","000000000","","","","","","","","","","","385","0003115",4717,"1","4"
"0016216","20","1","01","01","2","1","1","","","","","000170000","000020000","0","2","","","","","","","","","385","0003115",4717,"1","4"
"0016217","22","1","01","01","2","1","1","","","","","000100000","000002500","0","2","","","","","","","","","385","0003115",4717,"1","4"
"0016217","22","1","03","01","2","5","1","","","","","000050000","000040000","0","2","","","","","","","","","385","0003115",4717,"1","4"
"0016217","22","1","03","02","2","5","1","","","","","000040000","000017000","0","2","","","","","","","","","385","0003115",4717,"1","4"
"0016219","03","1","01","01","2","1","1","","","","","000500000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016221","05","1","01","01","4","5","1","","","","","000500000","000100000","0","2","","","","","","","","","385","0003116",4863,"1","4"
"0016221","05","1","03","01","1","4","1","","","","","000080000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016222","06","1","01","01","2","1","1","","","","","000150000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016222","06","1","01","02","2","5","1","","","","","000150000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016224","08","1","01","01","2","1","2","2","","","20","999999999","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016228","12","1","01","01","2","1","1","","","","","001000000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016228","12","1","02","01","2","5","1","","","","","000200000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016232","16","1","01","01","2","1","1","","","","","002000000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016232","16","1","01","02","2","1","1","","","","","001000000","000020000","0","2","","","","","","","","","385","0003116",4863,"1","4"
"0016233","17","1","01","01","2","1","1","","","","","000700000","000000000","","","","","","","","","","","385","0003116",4863,"1","4"
"0016253","04","1","02","01","1","6","1","","","","","000050000","000000000","","","","","","","","","","","385","0003118",5419,"1","4"
"0016263","15","1","01","01","2","1","1","","","","","001000000","000030000","0","2","","","","","","","","","385","0003118",5419,"1","4"
"0016271","01","1","01","01","1","6","1","","","","","000500000","000350000","0","1","30","00350000","05000","00200000","05","00","07","0","389","0003120",865,"3","1"
"0016273","03","1","02","01","1","2","1","","","","","001000000","000250000","0","2","","","","","","","","","389","0003120",865,"3","1"
"0016274","05","1","02","01","1","2","1","","","","","999999999","000000000","","","","","","","","","","","389","0003120",865,"3","1"
"0016275","02","2","01","01","1","4","1","","","","","000400000","000370000","0","2","","","","","","","","","388","0003121",1304,"2","1"
"0016276","03","1","05","01","1","2","2","2","","","25","999999999","000000000","","","","","","","","","","","388","0003121",1304,"2","1"
"0016284","02","1","01","01","1","6","2","1","02","","50","000500000","001000000","0","2","","","","","","","","","389","0003123",520,"3","1"
"0016284","02","1","02","01","1","6","2","1","01","","50","000500000","000000000","","","","","","","","","","","389","0003123",520,"3","1"
"0016285","01","1","01","01","2","3","1","","","","","999999999","000120000","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","01","01","1","4","1","","","","","000700000","000150000","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","01","02","2","4","1","","","","","000300000","000060000","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","02","01","1","4","2","1","03","04","33","000300000","999999999","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","02","02","3","4","2","1","03","04","33","000150000","999999999","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","03","01","1","4","2","1","02","04","33","999999888","999999999","1","9","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","03","02","3","5","2","1","02","04","33","999999999","999999999","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","04","01","1","4","2","1","03","02","33","000800000","999999999","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016286","03","1","04","02","2","4","2","1","03","02","33","000600000","999999999","0","2","","","","","","","","","389","0003124",1022,"3","1"
"0016287","05","1","01","01","1","7","1","","","","","000320000","000224000","0","1","30","00156000","00895","00184000","15","00","99","9","389","0003124",1022,"3","1"
"0016306","03","1","01","01","1","6","1","","","","","999999999","999999999","0","2","","","","","","","","","390","0003129",513,"4","1"
"0016309","02","1","01","01","1","8","1","","","","","003000000","000050000","1","2","","","","","","","","","389","0003130",856,"3","1"
"0016311","01","1","01","01","2","5","2","2","","","50","000500000","999999999","0","2","","","","","","","","","389","0003131",999,"3","1"
"0016311","01","1","01","02","2","5","1","","","","","000500000","000150000","0","2","","","","","","","","","389","0003131",999,"3","1"
"0016311","01","1","01","03","2","5","1","","","","","000250000","000100000","0","2","","","","","","","","","389","0003131",999,"3","1"
"0016316","01","1","01","01","1","6","1","","","","","999999999","999999999","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016317","02","1","02","01","1","4","1","","","","","001500000","000600000","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016318","03","1","01","01","5","3","1","","","","","005000000","000500000","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016318","03","1","01","02","4","3","1","","","","","003000000","999999999","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016318","03","1","01","03","4","4","2","2","","","50","005000000","002500000","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016318","03","1","01","04","4","4","1","","","","","001000000","999999999","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016318","03","1","01","05","4","4","1","","","","","002000000","999999999","0","2","","","","","","","","","390","0003132",822,"4","1"
"0016318","03","1","02","01","1","2","1","","","","","999999999","000000000","","","","","","","","","","","390","0003132",822,"4","1"
"0016319","01","1","01","01","2","5","1","","","","","000700000","000015000","0","2","","","","","","","","","389","0003133",519,"3","1"
"0016319","01","1","01","02","2","5","1","","","","","000500000","000015000","0","2","","","","","","","","","389","0003133",519,"3","1"
"0016326","05","1","01","01","2","8","1","","","","","000120000","000060000","0","2","","","","","","","","","388","0003134",1509,"2","1"
"0016326","05","1","04","01","1","5","1","","","","","000400000","000250000","0","1","30","00250000","02400","00355000","16","00","99","9","388","0003134",1509,"2","1"
"0016327","01","1","01","01","1","2","2","1","02","","50","000200000","000200000","0","2","","","","","","","","","389","0003135",1049,"3","1"
"0016327","01","1","02","01","1","2","2","1","01","","50","000150000","000300000","0","2","","","","","","","","","389","0003135",1049,"3","1"
"0016328","02","2","01","01","2","5","1","","","","","000030000","000025000","0","2","","","","","","","","","389","0003135",1049,"3","1"
"0016329","04","1","02","01","1","6","1","","","","","000700000","000600000","0","2","","","","","","","","","389","0003135",1049,"3","1"
"0016331","02","1","01","01","1","6","1","","","","","002000000","000320000","1","2","","","","","","","","","390","0003136",562,"4","1"
"0016334","01","1","01","01","1","8","1","","","","","000700000","000300000","0","2","","","","","","","","","389","0003137",803,"3","1"
"0016334","01","1","02","01","1","2","1","","","","","000800000","000300000","0","1","20","00300000","01600","00300000","13","00","99","9","389","0003137",803,"3","1"
"0016345","05","1","01","01","2","5","2","2","","","50","000040000","000040000","0","2","","","","","","","","","390","0003141",580,"4","1"
"0016346","01","1","03","01","1","6","1","","","","","000180000","000120000","0","1","30","00080000","00790","00120000","21","00","99","9","389","0003142",971,"3","1"
"0016349","04","1","01","01","1","6","1","","","","","001500000","000700000","0","2","","","","","","","","","389","0003142",971,"3","1"
"0016349","04","1","01","02","1","5","2","2","","","50","001000000","000800000","0","2","","","","","","","","","389","0003142",971,"3","1"
"0016354","02","1","01","01","1","2","1","","","","","004000000","000300000","0","2","","","","","","","","","390","0003144",737,"4","1"
"0016354","02","1","01","02","1","8","1","","","","","003000000","000150000","0","2","","","","","","","","","390","0003144",737,"4","1"
"0016354","02","1","01","03","1","6","2","2","","","20","001000000","000000000","","","","","","","","","","","390","0003144",737,"4","1"
"0016355","03","1","01","01","1","6","2","2","","","50","000300000","999999999","0","2","","","","","","","","","390","0003144",737,"4","1"
"0016358","02","1","02","01","2","5","1","","","","","000200000","000090000","0","2","","","","","","","","","390","0003145",772,"4","1"
"0016358","02","1","02","02","2","5","1","","","","","000150000","000070000","0","2","","","","","","","","","390","0003145",772,"4","1"
"0016359","03","1","01","01","1","5","2","2","","","50","000075000","000000000","","","","","","","","","","","390","0003145",772,"4","1"
"0016359","03","1","01","02","1","5","2","2","","","50","999999999","000000000","","","","","","","","","","","390","0003145",772,"4","1"
"0016360","04","1","01","01","2","1","2","2","","","25","999999999","000000000","","","","","","","","","","","390","0003145",772,"4","1"
"0016360","04","1","01","02","2","1","2","2","","","25","999999999","000000000","","","","","","","","","","","390","0003145",772,"4","1"
"0016363","04","1","01","01","1","6","1","","","","","000750000","000500000","0","1","30","00390000","01950","00150000","05","00","99","9","390","0003146",595,"4","1"
"0016363","04","1","01","02","1","4","1","","","","","000450000","000300000","0","2","","","","","","","","","390","0003146",595,"4","1"
"0016367","04","1","01","01","4","3","1","","","","","001200000","001000000","0","2","","","","","","","","","390","0003147",531,"4","1"
"0016383","05","1","01","01","1","6","1","","","","","999999999","000270000","0","2","","","","","","","","","389","0003151",953,"3","1"
"0016383","05","1","03","01","1","4","2","1","02","","50","000800000","000300000","0","2","","","","","","","","","389","0003151",953,"3","1"
"0016385","03","1","02","01","1","5","1","","","","","000850000","000850000","0","1","25","00400000","05500","00350000","23","00","99","9","390","0003152",571,"4","1"
"0016389","03","1","01","01","1","5","1","","","","","002000000","000700000","0","2","","","","","","","","","389","0003153",1128,"3","1"
"0016389","03","1","02","01","1","4","1","","","","","000400000","000270000","0","2","","","","","","","","","389","0003153",1128,"3","1"
"0016389","03","1","03","01","1","2","1","","","","","000900000","000750000","0","1","20","00750000","06800","00500000","17","00","99","9","389","0003153",1128,"3","1"
"0016391","02","1","01","01","1","6","1","","","","","000350000","000175000","0","1","25","00175000","01160","99999999","10","00","17","0","388","0003154",1506,"2","1"
"0016397","04","1","01","01","1","6","1","","","","","000300000","000300000","0","1","30","00270000","01000","00275000","28","00","99","9","388","0003155",1479,"2","1"
"0016398","05","1","01","01","1","6","1","","","","","000500000","000300000","1","1","99","00084000","04000","00070000","03","00","04","0","388","0003155",1479,"2","1"
"0016401","04","1","01","01","1","5","1","","","","","000600000","000018000","0","2","","","","","","","","","388","0003156",1394,"2","1"
"0016401","04","1","01","02","2","5","1","","","","","000150000","000018000","0","2","","","","","","","","","388","0003156",1394,"2","1"
"0016401","04","1","01","03","2","5","1","","","","","000070000","000012000","0","2","","","","","","","","","388","0003156",1394,"2","1"
"0016401","04","1","01","04","2","5","1","","","","","000150000","000024000","0","2","","","","","","","","","388","0003156",1394,"2","1"
"0016403","01","1","01","01","1","6","1","","","","","000300000","000100000","0","2","","","","","","","","","389","0003157",990,"3","1"
"0016404","03","1","01","01","2","1","1","","","","","000015000","000005000","0","2","","","","","","","","","389","0003157",990,"3","1"
"0016406","05","1","01","01","1","5","1","","","","","000280000","000280000","0","1","20","00280000","00850","00278300","20","00","99","9","389","0003157",990,"3","1"
"0016407","01","1","01","01","2","5","1","","","","","000050000","000000000","","","","","","","","","","","388","0003158",1701,"2","1"
"0016411","01","1","01","01","1","5","1","","","","","000230000","000235000","0","1","30","00235000","00827","99999999","28","00","99","9","388","0003159",1642,"2","1"
"0016412","03","1","04","01","1","5","1","","","","","000070000","999999999","0","2","","","","","","","","","388","0003159",1642,"2","1"
"0016419","02","1","02","01","1","6","2","2","","","50","000350000","000500000","0","1","30","00120000","01500","99999999","21","00","99","9","389","0003161",994,"3","1"
"0016423","01","1","03","01","1","5","1","","","","","999999999","000000000","","","","","","","","","","","390","0003162",531,"4","1"
"0016425","03","1","01","01","1","6","1","","","","","000200000","000000000","","","","","","","","","","","390","0003162",531,"4","1"
"0016427","01","1","01","01","1","5","1","","","","","001000000","000500000","0","2","","","","","","","","","390","0003163",584,"4","1"
"0016428","05","1","02","01","1","4","1","","","","","001500000","999999999","0","2","","","","","","","","","390","0003163",584,"4","1"
"0016429","02","1","01","01","2","5","1","","","","","000090000","000080000","0","2","","","","","","","","","389","0003164",962,"3","1"
"0016431","01","1","02","01","1","5","1","","","","","999999999","999999999","0","1","30","99999999","00950","99999999","27","00","99","9","389","0003165",960,"3","1"
"0016441","04","1","03","01","1","5","1","","","","","000400000","000330000","0","2","","","","","","","","","389","0003167",896,"3","1"
"0016443","01","1","02","01","1","5","1","","","","","000700000","000300000","0","1","20","00300000","03500","99999999","99","99","99","9","390","0003169",560,"4","1"
"0016444","02","1","01","01","1","6","2","1","02","","50","000275000","000550000","0","1","25","00550000","04400","00550000","24","00","99","9","390","0003169",560,"4","1"
"0016447","04","1","01","01","2","5","1","","","","","999999999","000015000","0","2","","","","","","","","","389","0003170",929,"3","1"
"0016449","01","1","01","01","1","6","1","","","","","000400000","000000000","","","","","","","","","","","388","0003172",1552,"2","1"
"0016456","04","1","02","01","1","5","1","","","","","999999999","000000000","","","","","","","","","","","390","0003173",521,"4","1"
"0016457","01","1","04","01","2","5","1","","","","","000070000","000000000","","","","","","","","","","","388","0003174",1453,"2","1"
"0016458","02","1","01","01","1","6","1","","","","","000500000","000000120","1","2","","","","","","","","","388","0003174",1453,"2","1"
"0016460","04","1","03","01","1","4","1","","","","","000350000","000221000","0","1","20","00164000","02800","00200000","10","00","99","9","388","0003174",1453,"2","1"
"0016462","01","1","01","01","2","5","1","","","","","000200000","000080000","0","2","","","","","","","","","388","0003175",1502,"2","1"
"0016466","05","1","01","01","2","5","1","","","","","000030000","000015000","0","2","","","","","","","","","388","0003175",1502,"2","1"
"0016467","01","1","02","01","1","5","1","","","","","000030000","000000000","","","","","","","","","","","389","0003176",1011,"3","1"
"0016470","01","1","02","01","1","6","1","","","","","001200000","000120000","0","2","","","","","","","","","390","0003177",691,"4","1"
"0016470","01","1","02","02","1","5","1","","","","","000900000","000650000","0","2","","","","","","","","","390","0003177",691,"4","1"
"0016471","02","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","390","0003177",691,"4","1"
"0016473","04","1","01","01","1","6","1","","","","","000800000","000500000","0","2","","","","","","","","","390","0003177",691,"4","1"
"0016473","04","1","02","01","1","6","1","","","","","000900000","000200000","0","2","","","","","","","","","390","0003177",691,"4","1"
"0016474","01","1","01","01","1","2","1","","","","","000500000","000030000","0","2","","","","","","","","","390","0003178",491,"4","1"
"0016474","01","1","01","02","1","8","2","2","","","33","000200000","000000000","","","","","","","","","","","390","0003178",491,"4","1"
"0016474","01","1","01","03","2","5","2","2","","","33","999999999","000000000","","","","","","","","","","","390","0003178",491,"4","1"
"0016476","03","1","01","01","2","5","2","1","02","","50","000030000","000060000","0","2","","","","","","","","","390","0003178",491,"4","1"
"0016476","03","1","02","01","2","5","2","1","01","","50","000100000","000030000","0","2","","","","","","","","","390","0003178",491,"4","1"
"0016477","04","1","01","01","2","5","1","","","","","001200000","000000000","","","","","","","","","","","390","0003178",491,"4","1"
"0016480","04","1","01","01","2","5","1","","","","","000500000","000100000","0","2","","","","","","","","","390","0003179",536,"4","1"
"0016480","04","1","01","02","2","5","1","","","","","001000000","000200000","0","2","","","","","","","","","390","0003179",536,"4","1"
"0016481","05","1","01","01","1","5","1","","","","","000700000","000450000","0","1","30","00380000","05000","00120000","05","00","99","9","390","0003179",536,"4","1"
"0016483","03","1","01","01","2","5","1","","","","","999999888","000005000","0","2","","","","","","","","","390","0003180",602,"4","1"
"0016483","03","1","01","02","2","5","1","","","","","999999888","000020000","0","2","","","","","","","","","390","0003180",602,"4","1"
"0016483","03","1","02","01","1","4","1","","","","","000300000","000150000","0","1","30","00150000","00980","00300000","13","00","99","9","390","0003180",602,"4","1"
"0016490","03","1","02","01","1","6","1","","","","","000500000","000350000","0","1","30","00350000","04500","99999999","20","00","99","9","390","0003182",544,"4","1"
"0016491","04","1","01","01","1","2","2","2","","","50","000800000","999999999","0","2","","","","","","","","","390","0003182",544,"4","1"
"0016493","01","1","02","01","2","5","1","","","","","999999999","000300000","0","2","","","","","","","","","390","0003183",506,"4","1"
"0016495","03","1","01","01","2","5","2","2","","","50","000300000","000000000","","","","","","","","","","","390","0003183",506,"4","1"
"0016497","03","1","02","01","1","5","1","","","","","999999999","000200000","0","2","","","","","","","","","390","0003184",581,"4","1"
"0016498","05","1","01","01","1","4","2","2","","","50","000200000","000000000","","","","","","","","","","","390","0003184",581,"4","1"
"0016503","05","1","01","01","1","2","1","","","","","001500000","000700000","0","2","","","","","","","","","390","0003185",548,"4","1"
"0016503","05","1","01","02","1","6","2","1","02","","50","000400000","000095000","0","1","30","00095000","01400","00360000","05","00","99","9","390","0003185",548,"4","1"
"0016503","05","1","01","03","1","6","1","","","","","000700000","000000000","","","","","","","","","","","390","0003185",548,"4","1"
"0016503","05","1","02","01","1","6","2","1","01","","50","000400000","000000000","","","","","","","","","","","390","0003185",548,"4","1"
"0016505","02","1","01","01","1","5","1","","","","","000300000","999999999","0","2","","","","","","","","","390","0003186",576,"4","1"
"0016512","01","1","01","01","2","5","1","","","","","000050000","000000000","","","","","","","","","","","390","0003188",531,"4","1"
"0016514","05","1","01","01","1","5","1","","","","","001500000","000000000","","","","","","","","","","","390","0003188",531,"4","1"
"0016517","03","1","01","01","1","6","1","","","","","000500000","000112000","0","2","","","","","","","","","390","0003189",499,"4","1"
"0016523","02","1","02","01","2","5","1","","","","","000600000","000500000","0","2","","","","","","","","","390","0003191",539,"4","1"
"0016525","04","1","01","01","2","5","1","","","","","000160000","000095000","0","2","","","","","","","","","390","0003191",539,"4","1"
"0016525","04","1","02","01","2","5","1","","","","","999999999","000000000","","","","","","","","","","","390","0003191",539,"4","1"
"0016534","01","1","01","01","1","4","1","","","","","000850000","000250000","0","1","30","00200000","02500","00100000","10","00","99","9","387","0003194",1668,"1","1"
"0016535","02","1","03","01","1","6","1","","","","","000400000","999999999","0","2","","","","","","","","","387","0003194",1668,"1","1"
"0016539","03","1","02","01","1","5","1","","","","","000800000","000530000","0","1","28","00530000","02600","00530000","26","00","99","9","389","0003195",1039,"3","1"
"0016542","02","1","01","01","2","5","1","","","","","999999999","000000001","0","2","","","","","","","","","390","0003196",604,"4","1"
"0016544","04","1","02","01","1","4","1","","","","","999999888","001500000","0","2","","","","","","","","","390","0003196",604,"4","1"
"0016545","05","1","01","01","1","4","1","","","","","000300000","000500000","0","2","","","","","","","","","390","0003196",604,"4","1"
"0016545","05","1","03","01","1","4","1","","","","","999999999","000273000","0","2","","","","","","","","","390","0003196",604,"4","1"
"0016546","02","1","01","01","1","5","1","","","","","999999999","000000000","","","","","","","","","","","388","0003197",1774,"2","1"
"0016546","02","1","11","01","1","5","1","","","","","000400000","000400000","0","1","30","00400000","01400","00400000","29","00","99","9","388","0003197",1774,"2","1"
"0016548","04","1","01","01","1","4","1","","","","","999999999","000000000","","","","","","","","","","","388","0003197",1774,"2","1"
"0016550","02","1","02","01","1","6","2","2","","","13","000171000","000000000","","","","","","","","","","","388","0003198",1295,"2","1"
"0016552","05","1","01","01","2","5","1","","","","","000112000","000000000","","","","","","","","","","","388","0003198",1295,"2","1"
"0016553","01","1","01","01","1","6","1","","","","","000350000","000350000","0","1","30","00350000","01300","00210000","27","00","12","0","390","0003199",590,"4","1"
"0016553","01","1","02","01","1","6","2","1","01","","50","000150000","000300000","0","2","","","","","","","","","390","0003199",590,"4","1"
"0016555","04","1","02","01","1","2","1","","","","","002500000","000600000","0","1","30","00350000","04680","00300000","20","00","99","9","390","0003199",590,"4","1"
"0016566","01","1","01","01","2","5","1","","","","","000020000","000000000","","","","","","","","","","","392","0003202",1026,"3","2"
"0016569","01","1","01","01","1","5","1","","","","","000350000","000370000","0","1","15","00350000","03000","00340000","14","00","99","9","391","0003203",896,"2","2"
"0016574","02","1","01","01","2","5","1","","","","","000025000","000010000","0","2","","","","","","","","","391","0003204",1437,"2","2"
"0016575","03","1","01","01","1","2","1","","","","","999999999","000000000","","","","","","","","","","","391","0003204",1437,"2","2"
"0016580","05","1","03","01","1","4","1","","","","","000350000","000394000","0","1","26","00120000","01160","00250000","20","00","99","9","391","0003205",1631,"1","2"
"0016582","02","1","01","01","2","1","1","","","","","000008000","000007000","0","2","","","","","","","","","393","0003206",1463,"2","2"
"0016583","03","1","01","01","2","1","1","","","","","000040000","000000000","","","","","","","","","","","393","0003206",1463,"2","2"
"0016584","04","1","01","01","2","1","1","","","","","000007000","000000000","","","","","","","","","","","393","0003206",1463,"2","2"
"0016584","04","1","02","01","1","4","1","","","","","000500000","000338000","0","1","30","00338000","03300","00200000","30","00","99","9","393","0003206",1463,"2","2"
"0016586","06","1","01","01","2","1","1","","","","","000020000","000000200","1","2","","","","","","","","","393","0003206",1463,"2","2"
"0016586","06","1","01","02","2","1","1","","","","","000010000","000000300","1","2","","","","","","","","","393","0003206",1463,"2","2"
"0016590","10","1","03","01","2","7","1","","","","","000030000","000000000","","","","","","","","","","","393","0003206",1463,"2","2"
"0016590","10","1","09","01","2","5","1","","","","","000005000","000000000","","","","","","","","","","","393","0003206",1463,"2","2"
"0016591","11","1","03","01","2","5","1","","","","","000040000","000030000","0","2","","","","","","","","","393","0003206",1463,"2","2"
"0016594","15","1","01","01","2","5","2","1","02","","50","000020000","000017500","0","2","","","","","","","","","393","0003206",1463,"2","2"
"0016596","17","1","01","01","2","1","1","","","","","000450000","000000000","","","","","","","","","","","393","0003206",1463,"2","2"
"0016601","02","1","02","01","1","6","2","2","","","80","000030000","000000000","","","","","","","","","","","391","0003207",1497,"2","2"
"0016605","01","1","04","01","1","8","1","","","","","000500000","000270000","0","1","99","00230000","01200","99999999","99","99","99","9","391","0003208",1648,"2","2"
"0016608","04","1","04","01","2","5","1","","","","","001000000","000000000","","","","","","","","","","","391","0003208",1648,"2","2"
"0016609","05","1","01","01","1","6","1","","","","","000120000","999999999","0","2","","","","","","","","","391","0003208",1648,"2","2"
"0016612","03","1","01","01","1","6","2","2","","","20","000030000","000000000","","","","","","","","","","","391","0003209",1582,"2","2"
"0016613","04","1","03","01","1","6","1","","","","","000070000","000006000","0","2","","","","","","","","","391","0003209",1582,"2","2"
"0016616","02","1","02","01","2","5","1","","","","","000100000","000035000","0","2","","","","","","","","","393","0003210",1645,"2","2"
"0016622","08","1","04","01","2","5","1","","","","","000050000","000045000","0","2","","","","","","","","","393","0003210",1645,"2","2"
"0016627","14","1","01","01","1","2","1","","","","","000600000","000500000","0","1","20","00500000","06000","99999999","10","00","99","9","393","0003210",1645,"2","2"
"0016627","14","1","01","02","2","5","1","","","","","000500000","000000000","","","","","","","","","","","393","0003210",1645,"2","2"
"0016628","15","1","02","01","2","5","1","","","","","999999888","000000000","","","","","","","","","","","393","0003210",1645,"2","2"
"0016630","17","1","01","01","1","6","1","","","","","000900000","000385000","0","1","10","00385000","04380","00080000","02","00","99","9","393","0003210",1645,"2","2"
"0016631","18","1","02","01","1","6","1","","","","","000300000","000400000","0","1","22","00400000","01800","99999999","13","00","99","9","393","0003210",1645,"2","2"
"0016632","20","1","02","01","2","5","1","","","","","000020000","000016000","0","2","","","","","","","","","393","0003210",1645,"2","2"
"0016640","13","1","03","01","2","5","1","","","","","000020000","000020000","0","2","","","","","","","","","393","0003211",1660,"1","2"
"0016640","13","1","04","01","2","5","1","","","","","000050000","000005000","0","2","","","","","","","","","393","0003211",1660,"1","2"
"0016640","13","1","05","01","2","1","1","","","","","000025000","000015000","0","2","","","","","","","","","393","0003211",1660,"1","2"
"0016644","18","1","01","01","2","1","2","1","02","","50","001000000","045000000","1","2","","","","","","","","","393","0003211",1660,"1","2"
"0016644","18","1","02","01","1","6","2","1","01","","50","000150000","999999999","0","2","","","","","","","","","393","0003211",1660,"1","2"
"0016644","18","1","02","02","2","1","2","1","01","","50","999999999","000000000","","","","","","","","","","","393","0003211",1660,"1","2"
"0016649","03","1","01","01","2","5","1","","","","","000080000","000025000","0","2","","","","","","","","","391","0003212",1717,"2","2"
"0016651","05","1","02","01","2","5","2","2","","","33","000015000","000015000","0","2","","","","","","","","","391","0003212",1717,"2","2"
"0016652","01","1","01","01","1","6","1","","","","","000350000","000285000","0","1","30","00285000","01050","00260000","25","00","99","9","391","0003213",1439,"2","2"
"0016653","02","1","01","01","1","4","1","","","","","000350000","000269000","0","1","30","00269000","01375","99999999","30","00","99","9","391","0003213",1439,"2","2"
"0016659","04","1","01","01","1","6","1","","","","","000300000","000000000","","","","","","","","","","","392","0003214",768,"4","2"
"0016661","01","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
"0016663","03","1","01","01","2","1","1","","","","","000010000","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
