"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_12","P8_13","P8_14_1","P8_14_2","P8_15","P8_16","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0009447","01","1","01","01","1","01500","99","9","002600","00","210","0001854",406,"3","1"
"0009448","02","1","02","01","3","00150","99","9","000800","00","210","0001854",406,"3","1"
"0009450","04","1","01","01","3","00350","99","9","003200","00","210","0001854",406,"3","1"
"0009451","05","1","02","01","3","00400","99","9","002300","00","210","0001854",406,"3","1"
"0009452","01","1","02","01","3","00250","99","9","001600","00","211","0001855",163,"4","1"
"0009453","02","1","01","01","1","01400","99","9","009500","00","211","0001855",163,"4","1"
"0009453","02","1","02","01","1","00980","99","9","005300","00","211","0001855",163,"4","1"
"0009453","02","1","02","02","5","00320","99","9","003000","00","211","0001855",163,"4","1"
"0009454","03","1","01","01","1","01500","99","9","010000","00","211","0001855",163,"4","1"
"0009456","01","1","01","01","1","01000","99","9","000800","00","212","0001856",572,"2","2"
"0009456","01","1","01","02","2","01000","99","9","001700","00","212","0001856",572,"2","2"
"0009457","03","1","01","01","1","00600","99","9","001200","00","212","0001856",572,"2","2"
"0009457","03","1","01","02","3","02300","99","9","005000","00","212","0001856",572,"2","2"
"0009458","04","1","01","01","3","01000","99","9","009500","00","212","0001856",572,"2","2"
"0009458","04","1","03","01","3","00400","99","9","002500","00","212","0001856",572,"2","2"
"0009458","04","1","04","01","7","00179","99","9","001700","01","212","0001856",572,"2","2"
"0009461","02","1","01","01","3","00400","99","9","003400","00","212","0001857",598,"2","2"
"0009463","04","1","01","01","7","00300","99","9","008000","02","212","0001857",598,"2","2"
"0009466","02","1","01","01","1","00800","99","9","003000","01","213","0001858",459,"3","2"
"0009466","02","1","02","01","1","00400","99","9","001500","00","213","0001858",459,"3","2"
"0009466","02","1","02","02","2","00650","99","9","002800","00","213","0001858",459,"3","2"
"0009467","03","1","01","01","1","01500","99","9","004000","00","213","0001858",459,"3","2"
"0009467","03","1","01","02","3","01200","99","9","016000","00","213","0001858",459,"3","2"
"0009468","04","1","01","01","1","00200","99","9","002000","00","213","0001858",459,"3","2"
"0009468","04","1","02","01","1","01250","99","9","007000","00","213","0001858",459,"3","2"
"0009469","05","1","01","01","2","00150","99","9","000600","00","213","0001858",459,"3","2"
"0009469","05","1","01","02","7","00166","99","9","000600","00","213","0001858",459,"3","2"
"0009469","05","1","02","01","1","00400","99","9","005000","00","213","0001858",459,"3","2"
"0009470","01","1","04","01","1","00600","99","9","003700","00","213","0001859",479,"3","2"
"0009473","05","1","01","01","1","00324","99","9","000900","00","213","0001859",479,"3","2"
"0009474","01","1","01","01","1","01000","99","9","002600","00","213","0001860",551,"3","2"
"0009474","01","1","02","01","1","00935","99","9","009000","00","213","0001860",551,"3","2"
"0009474","01","1","03","01","1","00800","99","9","003600","00","213","0001860",551,"3","2"
"0009474","01","1","03","02","3","00500","99","9","002600","00","213","0001860",551,"3","2"
"0009476","03","1","01","01","3","00500","99","9","999999","00","213","0001860",551,"3","2"
"0009479","02","1","02","01","7","00400","48","0","003500","00","214","0001861",751,"3","2"
"0009480","03","1","01","01","1","03800","99","9","005000","00","214","0001861",751,"3","2"
"0009480","03","1","02","01","3","00350","99","9","006500","00","214","0001861",751,"3","2"
"0009482","06","1","01","01","1","00400","99","9","001400","00","214","0001861",751,"3","2"
"0009485","09","1","02","01","3","00500","99","9","004000","00","214","0001861",751,"3","2"
"0009486","10","1","01","01","7","01000","99","9","008000","01","214","0001861",751,"3","2"
"0009488","12","1","01","01","3","01000","99","9","030000","03","214","0001861",751,"3","2"
"0009489","13","1","02","01","3","00500","99","9","002500","00","214","0001861",751,"3","2"
"0009493","18","1","02","01","3","01800","99","9","005700","00","214","0001861",751,"3","2"
"0009495","20","1","01","01","3","05000","99","9","014000","00","214","0001861",751,"3","2"
"0009495","20","1","02","01","3","00200","99","9","000500","00","214","0001861",751,"3","2"
"0009498","03","1","02","01","3","00700","99","9","004000","02","214","0001862",1014,"2","2"
"0009501","06","1","01","01","3","01200","99","9","004500","00","214","0001862",1014,"2","2"
"0009502","07","1","01","01","3","00000","99","9","001000","01","214","0001862",1014,"2","2"
"0009502","07","1","02","01","3","00500","99","9","002000","01","214","0001862",1014,"2","2"
"0009503","08","1","01","01","7","01100","99","9","040000","02","214","0001862",1014,"2","2"
"0009507","12","1","01","01","3","00170","99","9","001000","00","214","0001862",1014,"2","2"
"0009508","13","1","02","01","3","00700","99","9","002700","02","214","0001862",1014,"2","2"
"0009508","13","1","03","01","3","02000","99","9","004000","00","214","0001862",1014,"2","2"
"0009509","14","1","03","01","3","00079","05","0","000600","00","214","0001862",1014,"2","2"
"0009512","17","1","01","01","3","01000","07","0","002000","00","214","0001862",1014,"2","2"
"0009516","01","1","02","01","3","01200","99","9","003000","00","214","0001863",851,"2","2"
"0009517","02","1","02","01","3","00850","10","0","003500","00","214","0001863",851,"2","2"
"0009520","05","1","02","01","3","01000","99","9","000800","00","214","0001863",851,"2","2"
"0009521","06","1","02","01","3","00350","99","9","002000","00","214","0001863",851,"2","2"
"0009522","08","1","01","01","3","00580","99","9","001200","00","214","0001863",851,"2","2"
"0009523","10","1","02","01","3","01100","99","9","012000","01","214","0001863",851,"2","2"
"0009525","12","1","01","01","7","01200","99","9","014000","00","214","0001863",851,"2","2"
"0009529","16","1","01","01","3","00480","99","9","006000","05","214","0001863",851,"2","2"
"0009529","16","1","02","01","3","00400","99","9","008000","07","214","0001863",851,"2","2"
"0009531","18","1","02","01","3","00250","99","9","002000","02","214","0001863",851,"2","2"
"0009534","01","1","01","01","3","00700","99","9","003000","00","215","0001864",886,"2","3"
"0009534","01","1","02","01","3","00500","99","9","000700","00","215","0001864",886,"2","3"
"0009535","03","1","02","01","3","00620","99","9","005000","00","215","0001864",886,"2","3"
"0009536","04","1","01","01","3","02000","99","9","004000","01","215","0001864",886,"2","3"
"0009539","07","1","01","01","3","00120","99","9","000700","00","215","0001864",886,"2","3"
"0009540","08","1","01","01","3","01500","99","9","007000","01","215","0001864",886,"2","3"
"0009540","08","1","02","01","1","00000","99","9","000000","00","215","0001864",886,"2","3"
"0009542","10","1","01","01","3","01000","99","9","005000","00","215","0001864",886,"2","3"
"0009546","14","1","02","01","3","00100","99","9","000600","00","215","0001864",886,"2","3"
"0009547","15","1","02","01","3","00185","99","9","000750","01","215","0001864",886,"2","3"
"0009555","03","1","02","01","3","01200","06","0","010000","00","216","0001865",872,"2","3"
"0009557","05","1","03","01","3","00520","99","9","010000","00","216","0001865",872,"2","3"
"0009563","11","1","01","01","3","02000","99","9","000800","02","216","0001865",872,"2","3"
"0009563","11","1","03","01","1","00800","99","9","002000","00","216","0001865",872,"2","3"
"0009563","11","1","03","02","3","00700","99","9","001800","02","216","0001865",872,"2","3"
"0009568","16","1","02","01","3","00200","08","9","000600","00","216","0001865",872,"2","3"
"0009569","17","1","01","01","3","00700","99","9","003500","00","216","0001865",872,"2","3"
"0009569","17","1","03","01","3","00700","99","9","005000","01","216","0001865",872,"2","3"
"0009572","20","1","02","01","3","00250","99","9","000500","00","216","0001865",872,"2","3"
"0009574","02","1","01","01","3","01200","99","9","999999","00","215","0001866",650,"2","3"
"0009574","02","1","02","01","3","00335","04","1","001100","00","215","0001866",650,"2","3"
"0009579","08","1","01","01","3","01100","99","9","006000","00","215","0001866",650,"2","3"
"0009584","13","1","02","01","3","00200","99","9","000600","00","215","0001866",650,"2","3"
"0009585","15","1","02","01","3","01600","99","9","019000","00","215","0001866",650,"2","3"
"0009589","20","1","01","01","3","00300","05","0","001500","02","215","0001866",650,"2","3"
"0009589","20","1","02","01","3","00000","05","0","002200","12","215","0001866",650,"2","3"
"0009599","13","1","01","01","3","01000","99","9","020000","00","215","0001867",806,"2","3"
"0009602","16","1","02","01","3","00250","99","9","001000","02","215","0001867",806,"2","3"
"0009602","16","1","04","01","3","00000","99","9","002300","04","215","0001867",806,"2","3"
"0009603","18","1","05","01","3","00000","99","9","004700","99","215","0001867",806,"2","3"
"0009605","02","1","01","01","3","00100","99","9","001000","00","216","0001868",882,"2","3"
"0009605","02","1","02","01","3","00120","99","9","999999","04","216","0001868",882,"2","3"
"0009607","07","1","02","01","1","03000","99","9","016867","00","216","0001868",882,"2","3"
"0009607","07","1","03","01","3","00400","99","9","001500","00","216","0001868",882,"2","3"
"0009607","07","1","04","01","3","00300","99","9","001000","01","216","0001868",882,"2","3"
"0009609","09","1","01","01","3","00190","99","9","001000","02","216","0001868",882,"2","3"
"0009609","09","1","02","01","3","00190","99","9","000900","00","216","0001868",882,"2","3"
"0009610","10","2","02","01","3","02000","99","9","010000","00","216","0001868",882,"2","3"
"0009611","11","1","02","01","3","01000","99","9","008000","00","216","0001868",882,"2","3"
"0009611","11","1","03","01","3","00500","99","9","001500","00","216","0001868",882,"2","3"
"0009613","13","1","02","01","1","00800","99","9","004800","00","216","0001868",882,"2","3"
"0009615","15","1","03","01","3","00000","99","9","003000","00","216","0001868",882,"2","3"
"0009620","01","1","02","01","3","00450","99","9","999999","00","215","0001869",708,"2","3"
"0009621","02","1","03","01","3","01900","99","9","999999","00","215","0001869",708,"2","3"
"0009625","06","1","03","01","3","00400","99","9","002000","00","215","0001869",708,"2","3"
"0009625","06","1","04","01","3","00500","99","9","002000","00","215","0001869",708,"2","3"
"0009625","06","1","10","01","3","00500","99","9","003000","00","215","0001869",708,"2","3"
"0009632","15","1","03","01","3","01200","59","8","009000","00","215","0001869",708,"2","3"
"0009637","20","1","01","01","3","00250","99","9","000600","00","215","0001869",708,"2","3"
"0009640","03","1","01","01","3","00060","99","9","000600","01","218","0001870",707,"2","4"
"0009640","03","1","02","01","3","00150","99","9","000900","02","218","0001870",707,"2","4"
"0009640","03","1","03","01","3","00100","99","9","999999","02","218","0001870",707,"2","4"
"0009643","06","1","02","01","3","00300","99","9","003000","00","218","0001870",707,"2","4"
"0009646","09","1","02","01","3","00500","99","9","001400","00","218","0001870",707,"2","4"
"0009646","09","1","03","01","3","00300","99","9","000800","00","218","0001870",707,"2","4"
"0009649","13","1","02","01","3","01100","99","9","004000","00","218","0001870",707,"2","4"
"0009655","20","1","01","01","3","00450","99","9","005000","00","218","0001870",707,"2","4"
"0009661","06","1","01","01","3","00000","99","9","025000","12","218","0001871",813,"2","4"
"0009662","07","1","01","01","3","00400","99","9","000800","00","218","0001871",813,"2","4"
"0009662","07","1","02","01","3","00510","00","2","003090","00","218","0001871",813,"2","4"
"0009662","07","1","04","01","3","00280","99","9","000280","00","218","0001871",813,"2","4"
"0009664","09","1","02","01","3","00067","99","9","000360","00","218","0001871",813,"2","4"
"0009664","09","1","03","01","3","00230","99","9","000000","00","218","0001871",813,"2","4"
"0009666","11","1","01","01","3","00000","99","9","004555","03","218","0001871",813,"2","4"
"0009666","11","1","02","01","7","00900","15","0","005000","04","218","0001871",813,"2","4"
"0009668","14","1","02","01","3","00000","99","9","001000","05","218","0001871",813,"2","4"
"0009669","15","1","02","01","3","00935","99","9","011500","00","218","0001871",813,"2","4"
"0009670","16","1","01","01","3","00000","99","9","003500","12","218","0001871",813,"2","4"
"0009670","16","1","02","01","7","00000","99","9","999999","12","218","0001871",813,"2","4"
"0009675","01","1","01","01","3","02000","99","9","007000","01","218","0001872",742,"2","4"
"0009675","01","1","02","01","3","02100","42","0","006000","00","218","0001872",742,"2","4"
"0009678","04","1","02","01","3","01000","99","9","999999","00","218","0001872",742,"2","4"
"0009679","05","1","01","01","3","00600","99","9","008639","01","218","0001872",742,"2","4"
"0009679","05","1","01","02","7","00606","99","9","004000","00","218","0001872",742,"2","4"
"0009681","07","1","01","01","3","02000","99","9","016000","00","218","0001872",742,"2","4"
"0009682","08","1","03","01","3","01200","99","9","008000","00","218","0001872",742,"2","4"
"0009684","11","1","01","01","3","00532","99","9","003000","00","218","0001872",742,"2","4"
"0009685","12","1","01","01","3","00500","99","9","003000","01","218","0001872",742,"2","4"
"0009685","12","1","01","02","3","00000","99","9","002000","00","218","0001872",742,"2","4"
"0009690","17","1","01","01","3","01000","99","9","007000","03","218","0001872",742,"2","4"
"0009690","17","1","02","01","3","00000","99","9","006000","03","218","0001872",742,"2","4"
"0009698","05","1","02","01","3","00300","15","9","001500","00","218","0001873",650,"2","4"
"0009702","09","1","01","01","3","00314","99","9","002000","00","218","0001873",650,"2","4"
"0009705","12","1","02","01","3","00750","99","9","007000","00","218","0001873",650,"2","4"
"0009708","15","1","01","01","3","00600","99","9","003000","00","218","0001873",650,"2","4"
"0009709","16","1","03","01","3","00300","99","9","007000","00","218","0001873",650,"2","4"
