"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P7_7","P7_8","P7_9","P7_10","P7_11","P7_12","P7_13_1","P7_13_2","P7_14","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0015754","04","1","01","01","2","0100000","04801","24","16","0076800","99","9","00","365","0003028",1413,"4","1"
"0015770","03","1","02","01","1","9999888","99888","48","24","9999888","99","0","00","373","0003034",3079,"3","1"
"0015789","03","1","02","01","2","0264000","05000","60","52","0232000","99","9","00","378","0003042",5463,"2","1"
"0015800","03","1","02","01","1","0200000","04800","60","51","0200000","12","0","00","368","0003046",3050,"3","1"
"0015805","01","1","01","01","1","9999999","99999","48","18","9999999","99","9","99","368","0003048",3141,"3","1"
"0015815","04","1","01","01","1","0280000","05700","72","18","0102600","99","9","01","367","0003051",7200,"2","1"
"0015832","01","1","01","01","1","0140000","04000","60","15","0060000","99","9","00","369","0003056",738,"4","1"
"0015834","03","1","01","01","1","0276000","04600","60","58","0266800","99","9","00","369","0003056",738,"4","1"
"0015839","05","1","01","01","1","0150000","07000","30","14","0098000","04","5","00","369","0003057",786,"4","1"
"0015846","01","1","01","01","4","","","","","","","","","380","0003060",3051,"4","1"
"0015847","02","1","01","01","1","0150000","04924","48","15","0073860","99","9","00","380","0003060",3051,"4","1"
"0015868","01","1","02","01","1","0300000","08000","36","12","0100000","99","9","00","377","0003068",1116,"4","1"
"0015869","02","1","01","01","1","0100000","03000","24","16","0070000","02","8","00","377","0003068",1116,"4","1"
"0015890","01","1","01","01","1","0210000","04800","60","04","0018000","99","9","00","365","0003078",1223,"4","1"
"0015892","05","1","01","01","1","0180000","04900","60","21","0100000","09","0","00","365","0003078",1223,"4","1"
"0015895","04","1","01","01","1","0180000","03800","60","36","0118000","99","9","00","365","0003080",1553,"4","1"
"0015897","03","1","02","01","1","0200000","05000","60","13","0100000","99","9","00","364","0003081",3029,"3","1"
"0015898","04","1","02","01","1","0060000","02000","72","60","0042000","10","0","00","364","0003081",3029,"3","1"
"0015913","05","1","01","01","2","0180000","03400","60","06","0020000","99","9","03","365","0003086",1195,"4","1"
"0015944","01","1","03","01","1","0190000","01400","72","36","0052000","99","9","02","382","0003089",5395,"3","2"
"0015973","05","1","01","01","4","","","","","","","","","376","0003091",3007,"3","2"
"0015995","01","1","01","01","1","0350000","07052","48","12","0085000","99","9","00","378","0003097",8424,"2","3"
"0016016","02","1","03","01","1","0120000","02800","48","24","0076000","99","9","00","383","0003099",8005,"2","3"
"0016043","17","1","01","01","1","0364000","06000","56","48","0290000","12","0","00","384","0003100",6561,"1","3"
"0016045","19","1","01","01","1","0050000","04500","56","48","9999999","99","9","00","384","0003100",6561,"1","3"
"0016061","07","1","02","01","1","0030000","04000","48","06","0024000","99","9","04","383","0003103",7112,"2","3"
"0016073","02","1","01","01","3","0100000","05656","32","02","0020000","99","9","00","366","0003104",659,"4","3"
"0016088","08","1","02","01","1","0225000","04000","48","06","0024000","99","9","00","386","0003108",3289,"2","4"
"0016140","10","1","02","01","1","0200000","05000","60","48","9999999","99","9","00","385","0003111",5518,"1","4"
"0016302","02","1","01","01","1","0300000","07200","48","24","0110000","09","7","00","389","0003128",976,"3","1"
"0016302","02","1","01","02","1","0250000","04500","36","12","9999999","11","0","00","389","0003128",976,"3","1"
"0016303","03","1","04","01","1","0275000","04800","60","58","0265600","17","0","01","389","0003128",976,"3","1"
"0016311","01","1","01","01","1","0300000","08000","60","48","9999999","99","9","00","389","0003131",999,"3","1"
"0016311","01","1","01","02","1","0300000","04000","36","24","0300000","99","9","00","389","0003131",999,"3","1"
"0016320","02","1","01","01","2","0120000","04000","48","99","0060000","13","0","00","389","0003133",519,"3","1"
"0016326","05","1","04","01","1","0100000","02100","24","04","0008800","05","0","00","388","0003134",1509,"2","1"
"0016329","04","1","01","01","1","0080000","03500","24","03","0020000","99","9","00","389","0003135",1049,"3","1"
"0016329","04","1","02","01","1","0100000","03090","48","09","0028000","11","0","00","389","0003135",1049,"3","1"
"0016341","01","1","01","01","1","0150000","04200","60","12","0040000","99","9","00","389","0003139",965,"3","1"
"0016343","01","1","01","01","1","9999888","99888","48","36","9999999","11","0","00","390","0003141",580,"4","1"
"0016343","01","1","01","02","1","9999888","99888","48","24","9999888","09","0","00","390","0003141",580,"4","1"
"0016352","03","1","01","01","1","0252000","07800","48","04","0030000","09","8","00","388","0003143",1783,"2","1"
"0016357","05","2","01","01","2","0120000","05000","36","24","9999999","99","9","01","390","0003144",737,"4","1"
"0016381","03","1","01","01","1","0200000","03700","36","24","9999999","99","9","00","389","0003151",953,"3","1"
"0016404","03","1","02","01","1","0195000","03500","72","24","9999999","15","0","01","389","0003157",990,"3","1"
"0016425","03","1","01","01","2","0190000","04500","60","20","0075000","99","9","00","390","0003162",531,"4","1"
"0016438","05","1","01","01","1","0200000","05834","60","48","9999888","99","9","00","387","0003166",1177,"1","1"
"0016440","03","1","01","01","1","0175000","04000","48","24","0100000","99","9","00","389","0003167",896,"3","1"
"0016443","01","1","01","01","1","9999999","99999","60","36","9999999","99","9","00","390","0003169",560,"4","1"
"0016446","01","1","01","01","3","0221000","06000","72","64","0200000","12","0","00","389","0003170",929,"3","1"
"0016470","01","1","02","01","1","0365000","09300","60","50","0300000","09","0","00","390","0003177",691,"4","1"
"0016472","03","1","01","01","1","0170000","99999","48","15","9999999","99","9","00","390","0003177",691,"4","1"
"0016475","02","1","02","01","1","0170000","02996","60","24","0055080","99","9","00","390","0003178",491,"4","1"
"0016476","03","1","01","01","2","0160000","06000","60","30","0080000","09","0","02","390","0003178",491,"4","1"
"0016480","04","1","01","01","3","0150000","04000","48","03","0010000","10","0","00","390","0003179",536,"4","1"
"0016482","01","1","01","01","1","0138000","04500","48","37","0166500","17","0","00","390","0003180",602,"4","1"
"0016490","03","1","02","01","1","0140000","03500","60","36","0000070","99","9","00","390","0003182",544,"4","1"
"0016498","05","1","01","01","1","0140000","03200","48","42","0120000","99","9","00","390","0003184",581,"4","1"
"0016500","02","1","02","01","3","0200000","04000","48","36","0120000","10","0","00","390","0003185",548,"4","1"
"0016502","04","1","02","01","1","0480000","06000","60","50","0420000","11","0","00","390","0003185",548,"4","1"
"0016502","04","1","02","02","2","0250000","05500","60","48","0130000","10","8","00","390","0003185",548,"4","1"
"0016503","05","1","01","01","2","0100000","02500","36","30","0080000","25","0","00","390","0003185",548,"4","1"
"0016509","02","1","02","01","3","0130000","03500","96","36","0070000","99","9","00","390","0003187",610,"4","1"
"0016520","02","1","01","01","1","0078000","01300","24","12","0038000","99","9","00","388","0003190",1407,"2","1"
"0016524","03","1","01","01","1","0200000","07000","48","43","9999999","21","0","00","390","0003191",539,"4","1"
"0016531","03","1","01","01","3","0128000","03600","48","36","0080000","99","9","00","390","0003193",634,"4","1"
"0016535","02","1","01","01","1","0100000","03500","26","02","0006500","01","1","00","387","0003194",1668,"1","1"
"0016550","02","1","01","01","4","","","","","","","","","388","0003198",1295,"2","1"
"0016570","02","1","01","01","4","","","","","","","","","391","0003203",896,"2","2"
"0016571","03","1","01","01","4","","","","","","","","","391","0003203",896,"2","2"
"0016593","14","1","01","01","1","0130000","03900","48","12","0060000","99","9","00","393","0003206",1463,"2","2"
"0016605","01","1","03","01","1","0150000","03000","48","30","0100000","08","0","00","391","0003208",1648,"2","2"
"0016615","01","1","01","01","2","0240000","10000","24","02","0028000","11","9","00","393","0003210",1645,"2","2"
"0016620","06","1","02","01","1","0145000","03400","60","36","0090000","99","9","00","393","0003210",1645,"2","2"
"0016632","20","1","01","01","4","","","","","","","","","393","0003210",1645,"2","2"
"0016643","17","1","02","01","1","0500000","08000","60","30","0200000","99","9","00","393","0003211",1660,"1","2"
"0016651","05","1","01","01","1","0285000","04611","60","52","0239000","19","0","00","391","0003212",1717,"2","2"
"0016669","09","1","01","01","2","0120000","03000","76","70","0110000","15","0","00","394","0003215",1120,"1","3"
"0016724","07","1","10","01","1","0240000","04500","60","52","0200000","99","9","00","394","0003219",1076,"1","3"
"0016747","16","1","01","01","4","","","","","","","","","395","0003220",1812,"2","3"
"0016759","12","1","01","01","3","0235000","06500","48","45","0215500","01","3","00","396","0003221",1458,"2","4"
"0016760","13","1","01","01","3","0400000","11000","48","36","0300000","12","0","00","396","0003221",1458,"2","4"
"0016844","02","1","03","01","1","0100000","03500","72","36","0100000","99","9","00","401","0003232",694,"3","1"
"0016860","01","1","02","01","3","0250000","06800","48","28","9999999","09","0","00","399","0003237",235,"4","1"
"0016873","03","1","01","01","4","","","","","","","","","399","0003240",191,"4","1"
"0016875","05","1","01","01","4","","","","","","","","","399","0003240",191,"4","1"
"0016875","05","1","01","02","4","","","","","","","","","399","0003240",191,"4","1"
"0016877","02","1","03","01","1","0100000","05000","24","99","0050000","99","9","00","399","0003241",156,"4","1"
"0016882","05","1","02","01","2","0060000","02000","60","60","0060000","99","9","00","398","0003243",656,"3","1"
"0016887","04","1","01","01","3","0200000","06000","36","24","0100000","12","0","00","398","0003245",476,"3","1"
"0016887","04","1","02","01","4","","","","","","","","","398","0003245",476,"3","1"
"0016888","05","1","02","01","4","","","","","","","","","398","0003245",476,"3","1"
"0016888","05","1","02","02","4","","","","","","","","","398","0003245",476,"3","1"
"0016895","01","1","02","01","1","0380000","06300","60","09","0150000","30","0","03","399","0003248",174,"4","1"
"0016895","01","1","03","01","1","0200000","04000","60","48","0180000","99","9","00","399","0003248",174,"4","1"
"0016900","04","1","01","01","1","0250000","05000","50","24","0125000","99","9","00","397","0003249",1028,"2","1"
"0016902","01","1","02","01","2","0290000","05000","56","36","0120000","99","9","00","398","0003250",580,"3","1"
"0016903","02","1","02","01","1","0250000","04400","72","36","0180000","14","0","00","398","0003250",580,"3","1"
"0016905","01","1","02","01","4","","","","","","","","","398","0003251",666,"3","1"
"0016905","01","1","02","02","4","","","","","","","","","398","0003251",666,"3","1"
"0016905","01","1","02","03","4","","","","","","","","","398","0003251",666,"3","1"
"0016905","01","1","03","01","1","0086000","03600","24","14","0046000","12","0","00","398","0003251",666,"3","1"
"0016906","02","1","02","01","4","","","","","","","","","398","0003251",666,"3","1"
"0016922","03","1","03","01","1","0300000","08000","48","40","0280000","09","0","00","399","0003254",184,"4","1"
"0016932","04","1","02","01","4","","","","","","","","","397","0003256",866,"2","1"
"0016937","04","1","01","01","1","0150000","04000","48","24","9999999","99","9","00","399","0003257",158,"4","1"
"0016944","01","1","01","01","4","","","","","","","","","399","0003259",164,"4","1"
"0016946","05","1","01","01","1","0170000","12500","24","09","0140000","12","0","00","399","0003259",164,"4","1"
"0016947","03","1","01","01","1","0350000","05400","72","67","0230000","99","9","00","399","0003260",247,"4","1"
"0016947","03","1","01","02","1","0220000","05400","72","69","0180000","99","9","00","399","0003260",247,"4","1"
"0016947","03","1","02","01","1","0250000","05000","72","68","0220000","99","9","00","399","0003260",247,"4","1"
"0016952","03","1","01","01","2","0205000","03500","60","24","0138000","99","9","00","399","0003261",184,"4","1"
"0016957","01","1","02","01","1","0160000","03560","60","24","9999999","99","9","00","399","0003263",157,"4","1"
"0016959","04","1","02","01","3","0320000","05100","48","18","0090000","99","9","04","399","0003263",157,"4","1"
"0016963","03","1","02","01","4","","","","","","","","","399","0003264",149,"4","1"
"0016970","03","1","01","01","2","0100000","03000","60","20","0030000","99","9","00","399","0003266",250,"4","1"
"0016973","02","1","01","01","1","0210000","02800","70","70","0210000","99","9","00","399","0003267",167,"4","1"
"0016975","04","1","01","01","1","9999999","05500","48","25","0100000","12","0","00","399","0003267",167,"4","1"
"0016980","01","1","02","01","2","0240000","04110","48","22","0170000","99","9","00","399","0003269",203,"4","1"
"0016982","03","1","01","01","2","0018000","00900","60","54","0048000","90","0","00","399","0003269",203,"4","1"
"0016985","01","1","01","01","1","0150000","05000","60","24","0125000","99","9","00","399","0003270",161,"4","1"
"0017002","04","1","01","01","1","0170000","04028","48","29","0116000","99","9","00","399","0003274",214,"4","1"
"0017008","05","1","03","01","4","","","","","","","","","398","0003277",715,"3","1"
"0017014","01","1","02","01","1","0200000","03200","72","66","9999999","99","9","00","399","0003279",302,"4","1"
"0017015","02","1","01","01","2","0080000","04500","36","20","0060000","16","0","00","399","0003279",302,"4","1"
"0017018","02","1","01","01","1","0100000","02639","36","12","0031668","03","0","00","398","0003280",644,"3","1"
"0017020","04","1","01","01","4","","","","","","","","","398","0003280",644,"3","1"
"0017021","05","1","01","01","1","0270000","03800","48","07","0022000","14","0","00","398","0003280",644,"3","1"
"0017031","04","1","01","01","1","0211000","04500","72","72","0211000","12","9","00","399","0003283",181,"4","1"
"0017033","02","1","02","01","1","9999999","04000","36","04","9999999","99","9","00","399","0003284",186,"4","1"
"0017034","04","1","01","01","2","9999999","14000","36","24","9999999","99","9","00","399","0003284",186,"4","1"
"0017043","01","1","02","01","1","0200000","04500","48","12","0050000","99","9","00","399","0003287",223,"4","1"
"0017050","09","1","01","01","4","","","","","","","","","402","0003288",1311,"2","2"
"0017072","01","1","01","01","2","0070000","02400","24","11","0040000","16","0","00","403","0003290",789,"3","2"
"0017081","12","1","02","01","1","0180000","03500","72","42","0130000","07","0","00","403","0003290",789,"3","2"
"0017082","13","1","01","01","1","0265000","07800","60","46","0260000","99","9","00","403","0003290",789,"3","2"
"0017105","03","1","01","01","1","0170000","03700","60","12","0100000","02","0","00","405","0003292",919,"2","3"
"0017122","20","1","01","01","1","0300000","07000","48","39","0300000","05","0","00","405","0003292",919,"2","3"
"0017128","06","1","01","01","1","9999888","99888","60","30","0145000","12","0","00","404","0003293",824,"2","3"
"0017161","07","1","01","01","4","","","","","","","","","405","0003295",797,"2","3"
"0017168","14","1","02","01","1","0192000","03400","60","24","0100000","99","9","00","405","0003295",797,"2","3"
"0017262","20","1","01","01","4","","","","","","","","","407","0003300",879,"2","4"
"0017313","15","1","01","01","2","0110000","03500","48","12","0030000","99","9","05","407","0003303",978,"2","4"
